,DOCTYPE,DOCNUM,ITEMNUM,COUNTRY,GRCNAME1,MATERIAL,MTEXT,BRANCH,QUANTITY,SPRICE,GRANDTOTAL,CURRENCY,DUE_DATE,DELIVERED_DATE,DELIVERED_QTY,LATENCY_SHARE,GROUP,Period,GRANDTOTAL_NEW
3456,SD,18012325,200,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3457,SD,18012325,210,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3458,SD,18012325,220,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3459,SD,18012325,230,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3460,SD,18012325,240,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3461,SD,18012325,250,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3462,SD,18012325,260,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3463,SD,18012325,270,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3464,SD,18012325,280,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3465,SD,18012325,290,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3466,SD,18012325,300,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3467,SD,18012325,310,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3468,SD,18012325,320,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3469,SD,18012325,330,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3470,SD,18012325,340,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
3472,SD,18012325,360,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2661.0,532.2,EUR,2018-01-26,2018-01-26,200,0.0,CHKVLF,2018-01,532.2
3473,SD,18012325,370,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2661.0,532.2,EUR,2018-01-26,2018-01-26,200,0.0,CHKVLF,2018-01,532.2
3474,SD,18012325,380,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2661.0,532.2,EUR,2018-01-26,2018-01-26,200,0.0,CHKVLF,2018-01,532.2
3475,SD,18012325,390,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3089.0,617.8,EUR,2018-01-26,2018-01-26,200,0.0,CHKVLF,2018-01,617.8
3476,SD,18012325,400,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3089.0,617.8,EUR,2018-01-26,2018-01-26,200,0.0,CHKVLF,2018-01,617.8
3477,SD,18012325,410,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-01-26,2018-01-26,300,0.0,CHKVLF,2018-01,199.5
3478,SD,18012325,420,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2073.0,414.6,EUR,2018-01-26,2018-01-26,200,0.0,CHKVLF,2018-01,414.6
3479,SD,18012325,430,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-01-26,2018-01-26,50,0.0,CHKVLF,2018-01,199.45
3480,SD,18012325,440,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1028.0,102.8,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,102.8
3481,SD,18012325,450,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1028.0,102.8,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,102.8
3482,SD,18012326,10,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3483,SD,18012326,20,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3484,SD,18012326,30,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3485,SD,18012326,40,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3486,SD,18012326,50,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3487,SD,18012326,60,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3488,SD,18012326,70,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3489,SD,18012326,80,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3490,SD,18012326,90,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3491,SD,18012326,100,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3492,SD,18012326,110,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3493,SD,18012326,120,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-02-02,2018-02-02,100,0.0,CHKVLF,2018-02,115.1
3497,SD,18012327,40,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,100,5283.0,528.3,USD,2018-01-30,2018-01-30,100,0.0,CHKVLF,2018-01,425.32807342403987
3498,SD,18012327,50,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,100,5283.0,528.3,USD,2018-01-30,2018-01-30,100,0.0,CHKVLF,2018-01,425.32807342403987
3499,SD,18012327,60,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,100,3753.0,375.3,USD,2018-01-30,2018-01-30,100,0.0,CHKVLF,2018-01,302.1495853795991
3501,SD,18012327,80,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,100,5283.0,528.3,USD,2018-01-30,2018-01-30,100,0.0,CHKVLF,2018-01,425.32807342403987
3504,SD,18012327,110,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,900,3235.0,2911.5,USD,2018-01-30,2018-01-30,900,0.0,CHKVLF,2018-01,2344.014169551566
3506,SD,18012327,130,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2018-01-30,2018-01-30,350,0.0,CHKVLF,2018-01,911.5610659367201
3508,SD,18012327,150,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2018-01-30,2018-01-30,350,0.0,CHKVLF,2018-01,911.5610659367201
3514,SD,18012327,210,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2018-01-30,2018-01-30,350,0.0,CHKVLF,2018-01,938.6120280170678
3520,SD,18012328,10,USA,SCROLL COMPRESSORS LLC PLANT9,510-0716-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,960,1248.0,1198.08,USD,2018-01-30,2018-01-30,960,0.0,CHKVLF,2018-01,964.5600193221157
3521,SD,18012328,20,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,960,1210.0,1161.6,USD,2018-01-30,2018-01-30,960,0.0,CHKVLF,2018-01,935.1904033491667
3522,SD,18012328,30,USA,SCROLL COMPRESSORS LLC PLANT9,510-0716-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,960,1248.0,1198.08,USD,2018-01-30,2018-01-30,960,0.0,CHKVLF,2018-01,964.5600193221157
3523,SD,18012328,40,USA,SCROLL COMPRESSORS LLC PLANT9,510-0817-00,VALVE CHECK ASSM,Non-A,1700,3249.0,5523.3,USD,2018-01-30,2018-01-30,1700,0.0,CHKVLF,2018-01,4446.743418404315
3528,SD,18012328,80,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,2560,1210.0,3097.6,USD,2018-01-30,2018-01-30,2560,0.0,CHKVLF,2018-01,2493.841075597778
3529,SD,18012328,90,USA,SCROLL COMPRESSORS LLC PLANT9,510-0716-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,640,1248.0,798.72,USD,2018-01-30,2018-01-30,640,0.0,CHKVLF,2018-01,643.0400128814106
3530,SD,18012328,100,USA,SCROLL COMPRESSORS LLC PLANT9,510-0817-00,VALVE CHECK ASSM,Non-A,1800,3249.0,5848.2,USD,2018-01-30,2018-01-30,1800,0.0,CHKVLF,2018-01,4708.316560663393
3534,SD,18012328,130,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,1280,1210.0,1548.8,USD,2018-01-30,2018-01-30,1280,0.0,CHKVLF,2018-01,1246.920537798889
3535,SD,18012328,140,USA,SCROLL COMPRESSORS LLC PLANT9,510-0724-00,VALVE-HVE REED ASSM,Non-A,600,1300.0,780.0,USD,2018-01-30,2018-01-30,600,0.0,CHKVLF,2018-01,627.9687625795025
3543,SD,18012328,210,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,1280,1210.0,1548.8,USD,2018-01-30,2018-01-30,1280,0.0,CHKVLF,2018-01,1246.920537798889
3544,SD,18012328,230,USA,SCROLL COMPRESSORS LLC PLANT9,510-0817-00,VALVE CHECK ASSM,Non-A,1800,3249.0,5848.2,USD,2018-01-30,2018-01-30,1800,0.0,CHKVLF,2018-01,4708.316560663393
3589,SD,18012340,10,UK,Copeland Limited,036-1520-00,FITTING-SIGHT GLASS,Non-A,200,1151.0,230.2,EUR,2018-01-23,2018-01-23,200,0.0,CHKVLF,2018-01,230.2
3590,SD,18012340,20,UK,Copeland Limited,510-0723-00,VALVE-CHECKASY,Non-A,200,3989.0,797.8,EUR,2018-01-23,2018-01-23,200,0.0,CHKVLF,2018-01,797.8
3591,SD,18012340,30,UK,Copeland Limited,510-0800-01,HVE VALVE ASMM,Non-A,500,1028.0,514.0,EUR,2018-01-23,2018-01-23,200,0.0,CHKVLF,2018-01,514.0
3592,SD,18012340,30,UK,Copeland Limited,510-0800-01,HVE VALVE ASMM,Non-A,500,1028.0,514.0,EUR,2018-01-23,2018-01-23,300,0.0,CHKVLF,2018-01,514.0
4149,SD,18012415,190,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,4172.0,166.88,EUR,2018-03-02,2018-03-02,40,0.0,CHKVLF,2018-03,166.88
4150,SD,18012415,200,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,4172.0,166.88,EUR,2018-03-02,2018-03-02,40,0.0,CHKVLF,2018-03,166.88
4165,SD,18012416,140,UK,IFS Global Logistics Ltd,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,2446.0,122.3,EUR,2018-02-02,2018-02-02,50,0.0,CHKVLF,2018-02,122.3
4167,SD,18012416,160,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2661.0,532.2,EUR,2018-02-02,2018-02-02,200,0.0,CHKVLF,2018-02,532.2
4168,SD,18012416,170,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2661.0,532.2,EUR,2018-02-02,2018-02-02,200,0.0,CHKVLF,2018-02,532.2
4169,SD,18012416,180,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2661.0,532.2,EUR,2018-02-02,2018-02-02,200,0.0,CHKVLF,2018-02,532.2
4170,SD,18012416,190,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-02-02,2018-02-02,300,0.0,CHKVLF,2018-02,199.5
4171,SD,18012416,200,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2073.0,414.6,EUR,2018-02-02,2018-02-02,200,0.0,CHKVLF,2018-02,414.6
4172,SD,18012416,210,UK,IFS Global Logistics Ltd,510-0644-00,VALVE-CHECK ASY,Non-A,200,2011.0,402.2,EUR,2018-02-02,2018-02-02,200,0.0,CHKVLF,2018-02,402.2
4173,SD,18012416,220,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-02-02,2018-02-02,50,0.0,CHKVLF,2018-02,199.45
4174,SD,18012416,230,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-02-02,2018-02-02,50,0.0,CHKVLF,2018-02,199.45
4175,SD,18012416,240,UK,IFS Global Logistics Ltd,510-0724-00,VALVE-HVE REED ASSM,Non-A,300,975.0,292.5,EUR,2018-02-02,2018-02-02,300,0.0,CHKVLF,2018-02,292.5
4180,SD,18012416,290,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-02-02,2018-02-02,300,0.0,CHKVLF,2018-02,199.5
4181,SD,18012416,300,UK,IFS Global Logistics Ltd,510-0728-01,VALVE-LARGE PORT HVE REED ASSM,Non-A,300,842.0,252.6,EUR,2018-02-02,2018-02-02,300,0.0,CHKVLF,2018-02,252.6
4282,SD,18012433,10,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2018-02-02,2018-02-02,350,0.0,CHKVLF,2018-02,906.3800832532821
4283,SD,18012433,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2018-02-02,2018-02-02,350,0.0,CHKVLF,2018-02,906.3800832532821
4303,SD,18012443,10,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,960,1210.0,1161.6,USD,2018-02-02,2018-02-02,960,0.0,CHKVLF,2018-02,929.8751200768492
4304,SD,18012443,20,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,640,1210.0,774.4,USD,2018-02-02,2018-02-02,640,0.0,CHKVLF,2018-02,619.9167467178994
4305,SD,18012444,10,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,1280,1210.0,1548.8,USD,2018-02-09,2018-02-09,1280,0.0,CHKVLF,2018-02,1261.9571416931476
4317,SD,18021905,90,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,160,5043.0,806.88,USD,2018-02-06,2018-02-06,160,0.0,CHKVLF,2018-02,654.4569713683186
4322,SD,18021905,150,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,700,3830.0,2681.0,USD,2018-02-06,2018-02-06,700,0.0,CHKVLF,2018-02,2174.547814096845
4332,SD,18021905,290,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2018-02-06,2018-02-06,350,0.0,CHKVLF,2018-02,945.6160272528185
4334,SD,18021905,310,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2018-02-06,2018-02-06,350,0.0,CHKVLF,2018-02,945.6160272528185
4337,SD,18021905,340,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,100,3753.0,375.3,USD,2018-02-06,2018-02-06,100,0.0,CHKVLF,2018-02,304.40425014194176
4340,SD,18021905,370,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,160,5043.0,806.88,USD,2018-02-06,2018-02-06,160,0.0,CHKVLF,2018-02,654.4569713683186
4343,SD,18021905,400,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2018-02-06,2018-02-06,350,0.0,CHKVLF,2018-02,918.3632086949468
4344,SD,18021906,10,USA,SCROLL COMPRESSORS LLC PLANT9,510-0724-00,VALVE-HVE REED ASSM,Non-A,600,1300.0,780.0,USD,2018-02-06,2018-02-06,600,0.0,CHKVLF,2018-02,632.6547165220212
4345,SD,18021906,20,USA,SCROLL COMPRESSORS LLC PLANT9,510-0716-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,320,1248.0,399.36,USD,2018-02-06,2018-02-06,320,0.0,CHKVLF,2018-02,323.9192148592749
4346,SD,18021906,30,USA,SCROLL COMPRESSORS LLC PLANT9,510-0716-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,640,1248.0,798.72,USD,2018-02-06,2018-02-06,640,0.0,CHKVLF,2018-02,647.8384297185498
4354,SD,18021906,110,USA,SCROLL COMPRESSORS LLC PLANT9,510-0817-00,VALVE CHECK ASSM,Non-A,1200,3249.0,3898.8,USD,2018-02-06,2018-02-06,1200,0.0,CHKVLF,2018-02,3162.300267661611
4355,SD,18021906,120,USA,SCROLL COMPRESSORS LLC PLANT9,510-0817-00,VALVE CHECK ASSM,Non-A,1800,3249.0,5848.2,USD,2018-02-06,2018-02-06,1800,0.0,CHKVLF,2018-02,4743.450401492416
4356,SD,18021906,130,USA,SCROLL COMPRESSORS LLC PLANT9,510-0817-00,VALVE CHECK ASSM,Non-A,1400,3249.0,4548.6,USD,2018-02-06,2018-02-06,1400,0.0,CHKVLF,2018-02,3689.35031227188
4367,SD,18021906,220,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,960,1210.0,1161.6,USD,2018-02-06,2018-02-06,960,0.0,CHKVLF,2018-02,942.1688701435639
5313,SD,18021946,100,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,4172.0,166.88,EUR,2018-03-02,2018-03-02,40,0.0,CHKVLF,2018-03,166.88
5337,SD,18021948,130,UK,IFS Global Logistics Ltd,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,2446.0,122.3,EUR,2018-02-16,2018-02-16,50,0.0,CHKVLF,2018-02,122.3
5340,SD,18021948,160,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2661.0,532.2,EUR,2018-02-16,2018-02-16,200,0.0,CHKVLF,2018-02,532.2
5341,SD,18021948,170,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2661.0,532.2,EUR,2018-02-16,2018-02-16,200,0.0,CHKVLF,2018-02,532.2
5342,SD,18021948,180,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2661.0,532.2,EUR,2018-02-16,2018-02-16,200,0.0,CHKVLF,2018-02,532.2
5343,SD,18021948,190,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2661.0,532.2,EUR,2018-02-16,2018-02-16,200,0.0,CHKVLF,2018-02,532.2
5344,SD,18021948,200,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3089.0,617.8,EUR,2018-02-16,2018-02-16,200,0.0,CHKVLF,2018-02,617.8
5345,SD,18021948,210,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3089.0,617.8,EUR,2018-02-16,2018-02-16,200,0.0,CHKVLF,2018-02,617.8
5506,SD,18021979,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,120,5283.0,633.96,USD,2018-02-13,2018-02-13,120,0.0,CHKVLF,2018-02,514.0355144733642
5507,SD,18021979,40,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,120,5283.0,633.96,USD,2018-02-13,2018-02-13,120,0.0,CHKVLF,2018-02,514.0355144733642
5508,SD,18021979,50,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,240,5283.0,1267.92,USD,2018-02-13,2018-02-13,240,0.0,CHKVLF,2018-02,1028.0710289467283
5509,SD,18021979,60,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,120,5283.0,633.96,USD,2018-02-13,2018-02-13,120,0.0,CHKVLF,2018-02,514.0355144733642
5513,SD,18021979,100,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2018-02-13,2018-02-13,350,0.0,CHKVLF,2018-02,918.0653531176519
5514,SD,18021979,110,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,120,5283.0,633.96,USD,2018-02-13,2018-02-13,120,0.0,CHKVLF,2018-02,514.0355144733642
5518,SD,18021979,150,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2018-02-13,2018-02-13,350,0.0,CHKVLF,2018-02,945.3093326846671
5519,SD,18021979,160,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2018-02-13,2018-02-13,350,0.0,CHKVLF,2018-02,945.3093326846671
5520,SD,18021979,170,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,120,5283.0,633.96,USD,2018-02-13,2018-02-13,120,0.0,CHKVLF,2018-02,514.0355144733642
5521,SD,18021979,180,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,100,5283.0,528.3,USD,2018-02-13,2018-02-13,100,0.0,CHKVLF,2018-02,428.3629287278034
5522,SD,18021979,190,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2018-02-13,2018-02-13,350,0.0,CHKVLF,2018-02,945.3093326846671
5525,SD,18021979,220,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2018-02-13,2018-02-13,350,0.0,CHKVLF,2018-02,918.0653531176519
5526,SD,18021979,230,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,120,5283.0,633.96,USD,2018-02-13,2018-02-13,120,0.0,CHKVLF,2018-02,514.0355144733642
5527,SD,18021980,10,USA,SCROLL COMPRESSORS LLC PLANT9,510-0716-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,2560,1248.0,3194.88,USD,2018-02-13,2018-02-13,2560,0.0,CHKVLF,2018-02,2590.513257115057
5528,SD,18021980,20,USA,SCROLL COMPRESSORS LLC PLANT9,510-0724-00,VALVE-HVE REED ASSM,Non-A,900,1300.0,1170.0,USD,2018-02-13,2018-02-13,900,0.0,CHKVLF,2018-02,948.6742884942836
5529,SD,18021980,40,USA,SCROLL COMPRESSORS LLC PLANT9,510-0716-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,640,1248.0,798.72,USD,2018-02-13,2018-02-13,640,0.0,CHKVLF,2018-02,647.6283142787643
5530,SD,18021980,50,USA,SCROLL COMPRESSORS LLC PLANT9,510-0716-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,640,1248.0,798.72,USD,2018-02-13,2018-02-13,640,0.0,CHKVLF,2018-02,647.6283142787643
5531,SD,18021980,80,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,2240,1210.0,2710.4,USD,2018-02-13,2018-02-13,2240,0.0,CHKVLF,2018-02,2197.681018405903
5532,SD,18021980,90,USA,SCROLL COMPRESSORS LLC PLANT9,510-0817-00,VALVE CHECK ASSM,Non-A,1000,3249.0,3249.0,USD,2018-02-13,2018-02-13,1000,0.0,CHKVLF,2018-02,2634.3955242033567
